id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
3496,36474,android.bluetooth.BluetoothDevice.fetchUuidsWithSdp(),Perform a service discovery on the remote device to get the UUIDs supported.,33,perform
3497,38638,"android.database.sqlite.SQLiteQueryBuilder.query(android.database.sqlite.SQLiteDatabase,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)",Perform a query by combining all current settings and the information passed into this method.,33,perform
3498,15761,"java.util.concurrent.ConcurrentHashMap.forEachEntry(long,,,? extends U>,java.util.function.Consumer<? super U>)",Performs the given action for each non-null transformation of each entry.,33,perform
3499,14420,"java.util.Arrays.parallelPrefix(double[],int,int,java.util.function.DoubleBinaryOperator)","Performs parallelPrefix(double[], DoubleBinaryOperator) for the given subrange of the array.",33,perform
3500,47716,"android.renderscript.ScriptIntrinsicBLAS.ZTBMV(int,int,int,int,android.renderscript.Allocation,android.renderscript.Allocation,int)","ZTBMV performs one of the matrix-vector operations x := A*x or x := A**T*x or x := A**H*x Details: http://www.netlib.org/lapack/explore-html/d3/d39/ztbmv_8f.html Note: For a N*N matrix, the input Allocation should also be of size N*N (dimY = N, dimX = N), but only the region N*(K+1) will be referenced.",33,perform
3501,50870,"android.util.ArrayMap.putAll(java.util.Map<? extends,? extends V>)","Perform a put(Object, Object) of all key/value pairs in map",33,perform
3502,35087,android.app.Instrumentation.callActivityOnResume(android.app.Activity),Perform calling of an activity's onResume() method.,33,perform
3503,17777,javax.accessibility.AccessibleHyperlink.doAccessibleAction(int),Performs the specified Action on the object,33,perform
3506,29400,"javax.swing.text.html.BlockView.layoutMinorAxis(int,int,int[],int[])",Performs layout for the minor axis of the box (i.e.,33,perform
3508,7348,java.lang.Iterable.forEach(java.util.function.Consumer<? super java.lang.Iterable>),Performs the given action for each element of the Iterable until all elements have been processed or the action throws an exception.,33,perform
3509,47662,"android.renderscript.ScriptIntrinsicBLAS.DSYMM(int,int,double,android.renderscript.Allocation,android.renderscript.Allocation,double,android.renderscript.Allocation)",DSYMM performs one of the matrix-matrix operations C := alpha*A*B + beta*C or C := alpha*B*A + beta*C Details: http://www.netlib.org/lapack/explore-html/d8/db0/dsymm_8f.html,33,perform
3510,58015,"java.util.concurrent.ConcurrentHashMap.forEach(long,java.util.function.BiConsumer<? super,? super V>)","Performs the given action for each (key, value).",33,perform
3511,10509,"java.security.AccessController.doPrivileged(java.security.PrivilegedAction<T>,java.security.AccessControlContext)",Performs the specified PrivilegedAction with privileges enabled and restricted by the specified AccessControlContext.,33,perform
3512,38639,"android.database.sqlite.SQLiteQueryBuilder.query(android.database.sqlite.SQLiteDatabase,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,android.os.CancellationSignal)",Perform a query by combining all current settings and the information passed into this method.,33,perform
3513,47695,"android.renderscript.ScriptIntrinsicBLAS.STRMV(int,int,int,android.renderscript.Allocation,android.renderscript.Allocation,int)",STRMV performs one of the matrix-vector operations x := A*x or x := A**T*x Details: http://www.netlib.org/lapack/explore-html/de/d45/strmv_8f.html,33,perform
3514,5578,"java.awt.image.BufferedImageOp.filter(java.awt.image.BufferedImage,java.awt.image.BufferedImage)",Performs a single-input/single-output operation on a BufferedImage.,33,perform
3515,35083,"android.app.Instrumentation.callActivityOnPostCreate(android.app.Activity,android.os.Bundle)",Perform calling of an activity's onPostCreate(Bundle) method.,33,perform
3516,50298,"android.text.method.ArrowKeyMovementMethod.up(android.widget.TextView,android.text.Spannable)",Performs an up movement action.,33,perform
3517,17302,"java.util.stream.DoubleStream.reduce(double,java.util.function.DoubleBinaryOperator)","Performs a reduction on the elements of this stream, using the provided identity value and an associative accumulation function, and returns the reduced value.",33,perform
3518,50314,"android.text.method.BaseMovementMethod.pageDown(android.widget.TextView,android.text.Spannable)",Performs a page-down movement action.,33,perform
3519,45231,android.net.sip.SipSession.unregister(),Performs unregistration to the server specified by the associated local profile.,33,perform
3520,17440,"java.util.stream.Stream.reduce(U,,? super,U>,java.util.function.BinaryOperator<U>)","Performs a reduction on the elements of this stream, using the provided identity, accumulation and combining functions.",33,perform
3521,47630,"android.renderscript.ScriptIntrinsicBLAS.CGEMV(int,android.renderscript.Float2,android.renderscript.Allocation,android.renderscript.Allocation,int,android.renderscript.Float2,android.renderscript.Allocation,int)",CGEMV performs one of the matrix-vector operations y := alpha*A*x + beta*y or y := alpha*A**T*x + beta*y or y := alpha*A**H*x + beta*y Details: http://www.netlib.org/lapack/explore-html/d4/d8a/cgemv_8f.html,33,perform
3522,47684,"android.renderscript.ScriptIntrinsicBLAS.SSYMM(int,int,float,android.renderscript.Allocation,android.renderscript.Allocation,float,android.renderscript.Allocation)",SSYMM performs one of the matrix-matrix operations C := alpha*A*B + beta*C or C := alpha*B*A + beta*C Details: http://www.netlib.org/lapack/explore-html/d7/d42/ssymm_8f.html,33,perform
3523,14197,java.util.Spliterator.OfPrimitive.forEachRemaining(java.util.Spliterator.OfPrimitive),"Performs the given action for each remaining element, sequentially in the current thread, until all elements have been processed or the action throws an exception.",33,perform
3524,54366,"android.widget.AbsListView.onKeyDown(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyDown(): perform press of the view when KEYCODE_DPAD_CENTER or KEYCODE_ENTER is released, if the view is enabled and clickable.",33,perform
3525,17439,java.util.stream.Stream.reduce(java.util.function.BinaryOperator<java.util.stream.Stream>),"Performs a reduction on the elements of this stream, using an associative accumulation function, and returns an Optional describing the reduced value, if any.",33,perform
3526,47634,"android.renderscript.ScriptIntrinsicBLAS.CHEMM(int,int,android.renderscript.Float2,android.renderscript.Allocation,android.renderscript.Allocation,android.renderscript.Float2,android.renderscript.Allocation)",CHEMM performs one of the matrix-matrix operations C := alpha*A*B + beta*C or C := alpha*B*A + beta*C Details: http://www.netlib.org/lapack/explore-html/d3/d66/chemm_8f.html,33,perform
3527,56835,java.lang.invoke.MethodHandle.invokeWithArguments(java.lang.Object),"Performs a variable arity invocation, passing the arguments in the given list to the method handle, as if via an inexact invoke from a call site which mentions only the type Object, and whose arity is the length of the argument list.",33,perform
3529,47689,"android.renderscript.ScriptIntrinsicBLAS.SSYRK(int,int,float,android.renderscript.Allocation,float,android.renderscript.Allocation)",SSYRK performs one of the symmetric rank k operations C := alpha*A*A**T + beta*C or C := alpha*A**T*A + beta*C Details: http://www.netlib.org/lapack/explore-html/d0/d40/ssyrk_8f.html,33,perform
3533,56365,"android.widget.VideoView.onKeyDown(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyDown(): perform press of the view when KEYCODE_DPAD_CENTER or KEYCODE_ENTER is released, if the view is enabled and clickable.",33,perform
3534,11034,java.security.cert.PKIXCertPathChecker.check(java.security.cert.Certificate),Performs the check(s) on the specified certificate using its internal state.,33,perform
3536,39586,"android.graphics.Region.op(android.graphics.Rect,android.graphics.Region.Op)",Perform the specified Op on this region and the specified rect.,33,perform
3537,58448,"java.util.stream.Stream.reduce(T,java.util.function.BinaryOperator<T>)","Performs a reduction on the elements of this stream, using the provided identity value and an associative accumulation function, and returns the reduced value.",33,perform
3538,51238,"android.util.TypedValue.coerceToString(int,int)",Perform type conversion as per coerceToString() on an explicitly supplied type and data.,33,perform
3539,17424,java.util.stream.Stream.forEachOrdered(java.util.function.Consumer<? super java.util.stream.Stream>),"Performs an action for each element of this stream, in the encounter order of the stream if the stream has a defined encounter order.",33,perform
3540,47680,"android.renderscript.ScriptIntrinsicBLAS.SSBMV(int,int,float,android.renderscript.Allocation,android.renderscript.Allocation,int,float,android.renderscript.Allocation,int)","SSBMV performs the matrix-vector operation y := alpha*A*x + beta*y Details: http://www.netlib.org/lapack/explore-html/d3/da1/ssbmv_8f.html Note: For a N*N matrix, the input Allocation should also be of size N*N (dimY = N, dimX = N), but only the region N*(K+1) will be referenced.",33,perform
3541,54153,android.webkit.WebView.zoomIn(),Performs zoom in in this WebView.,33,perform
3542,17367,"java.util.stream.LongStream.collect(java.util.function.Supplier<R>,java.util.function.ObjLongConsumer<R>,,R>)",Performs a mutable reduction operation on the elements of this stream.,33,perform
3543,27616,"javax.swing.plaf.nimbus.AbstractRegionPainter.doPaint(java.awt.Graphics2D,javax.swing.JComponent,int,int,java.lang.Object[])",Actually performs the painting operation.,33,perform
3544,46435,android.os.StatFs.restat(java.lang.String),Perform a restat of the file system referenced by this object.,33,perform
3545,14176,java.util.Spliterator.forEachRemaining(java.util.function.Consumer<? super java.util.Spliterator>),"Performs the given action for each remaining element, sequentially in the current thread, until all elements have been processed or the action throws an exception.",33,perform
3546,50288,"android.text.method.ArrowKeyMovementMethod.end(android.widget.TextView,android.text.Spannable)",Performs an end movement action.,33,perform
3548,35221,android.app.MediaRouteActionProvider.onPerformDefaultAction(),Performs an optional default action.,33,perform
3549,14124,java.util.PrimitiveIterator.OfDouble.forEachRemaining(java.util.function.DoubleConsumer),Performs the given action for each remaining element until all elements have been processed or the action throws an exception.,33,perform
3550,47701,"android.renderscript.ScriptIntrinsicBLAS.ZGERC(android.renderscript.Double2,android.renderscript.Allocation,int,android.renderscript.Allocation,int,android.renderscript.Allocation)",ZGERC performs the rank 1 operation A := alpha*x*y**H + A Details: http://www.netlib.org/lapack/explore-html/d3/dad/zgerc_8f.html,33,perform
3551,50318,"android.text.method.BaseMovementMethod.up(android.widget.TextView,android.text.Spannable)",Performs an up movement action.,33,perform
3553,47670,"android.renderscript.ScriptIntrinsicBLAS.DTPMV(int,int,int,android.renderscript.Allocation,android.renderscript.Allocation,int)","DTPMV performs one of the matrix-vector operations x := A*x or x := A**T*x Details: http://www.netlib.org/lapack/explore-html/dc/dcd/dtpmv_8f.html Note: For a N*N matrix, the input Allocation should be a 1D allocation of size dimX = N*(N+1)/2, The following subroutine can is an example showing how to convert a UPPER trianglar matrix 'a' to packed matrix 'b'.",33,perform
3554,53576,"android.view.inputmethod.BaseInputConnection.deleteSurroundingTextInCodePoints(int,int)",The default implementation performs the deletion around the current selection position of the editable text.,33,perform
3555,47721,"android.renderscript.ScriptIntrinsicBLAS.ZTRMV(int,int,int,android.renderscript.Allocation,android.renderscript.Allocation,int)",ZTRMV performs one of the matrix-vector operations x := A*x or x := A**T*x or x := A**H*x Details: http://www.netlib.org/lapack/explore-html/d0/dd1/ztrmv_8f.html,33,perform
3556,50287,"android.text.method.ArrowKeyMovementMethod.down(android.widget.TextView,android.text.Spannable)",Performs a down movement action.,33,perform
3557,40791,"android.hardware.usb.UsbDeviceConnection.controlTransfer(int,int,int,int,byte[],int,int)",Performs a control transaction on endpoint zero for this device.,33,perform
3558,35558,"android.app.PendingIntent.send(int,android.app.PendingIntent.OnFinished,android.os.Handler)","Perform the operation associated with this PendingIntent, allowing the caller to be notified when the send has completed.",33,perform
3559,47715,"android.renderscript.ScriptIntrinsicBLAS.ZSYRK(int,int,android.renderscript.Double2,android.renderscript.Allocation,android.renderscript.Double2,android.renderscript.Allocation)",ZSYRK performs one of the symmetric rank k operations C := alpha*A*A**T + beta*C or C := alpha*A**T*A + beta*C Details: http://www.netlib.org/lapack/explore-html/de/d54/zsyrk_8f.html,33,perform
3561,50433,android.text.style.ClickableSpan.onClick(android.view.View),Performs the click action associated with this span.,33,perform
3562,15758,"java.util.concurrent.ConcurrentHashMap.forEach(long,java.util.function.BiConsumer<? super,? super java.util.concurrent.ConcurrentHashMap>)","Performs the given action for each (key, value).",33,perform
3564,50382,"android.text.method.ScrollingMovementMethod.bottom(android.widget.TextView,android.text.Spannable)",Performs a bottom movement action.,33,perform
3565,10515,"java.security.AccessController.doPrivilegedWithCombiner(java.security.PrivilegedAction<T>,java.security.AccessControlContext,java.security.Permission...)",Performs the specified PrivilegedAction with privileges enabled and restricted by the specified AccessControlContext and with a privilege scope limited by specified Permission arguments.,33,perform
3566,50342,"android.text.method.LinkMovementMethod.up(android.widget.TextView,android.text.Spannable)",Performs an up movement action.,33,perform
3567,50299,"android.text.method.BaseKeyListener.backspace(android.view.View,android.text.Editable,int,android.view.KeyEvent)",Performs the action that happens when you press the KEYCODE_DEL key in a TextView.,33,perform
3569,16024,java.util.concurrent.CountedCompleter.onCompletion(java.util.concurrent.CountedCompleter<?>),"Performs an action when method tryComplete() is invoked and the pending count is zero, or when the unconditional method complete(T) is invoked.",33,perform
3570,50388,"android.text.method.ScrollingMovementMethod.lineStart(android.widget.TextView,android.text.Spannable)",Performs a line-start movement action.,33,perform
3571,17452,"java.util.stream.Collectors.collectingAndThen(,,R>,,RR>)",Adapts a Collector to perform an additional finishing transformation.,33,perform
3572,50869,"android.util.ArrayMap.putAll(android.util.ArrayMap<? extends,? extends V>)","Perform a put(Object, Object) of all key/value pairs in array",33,perform
3575,35085,"android.app.Instrumentation.callActivityOnRestoreInstanceState(android.app.Activity,android.os.Bundle)",Perform calling of an activity's onRestoreInstanceState(Bundle) method.,33,perform
3577,28657,"javax.swing.text.BoxView.layoutMinorAxis(int,int,int[],int[])",Performs layout for the minor axis of the box (i.e.,33,perform
3578,28656,"javax.swing.text.BoxView.layoutMajorAxis(int,int,int[],int[])",Performs layout for the major axis of the box (i.e.,33,perform
3579,14510,java.util.BitSet.and(java.util.BitSet),Performs a logical AND of this target bit set with the argument bit set.,33,perform
3580,35084,android.app.Instrumentation.callActivityOnRestart(android.app.Activity),Perform calling of an activity's onRestart() method.,33,perform
3581,29286,"javax.swing.text.TableView.layoutMinorAxis(int,int,int[],int[])",Perform layout for the minor axis of the box (i.e.,33,perform
3582,21843,javax.security.auth.login.LoginContext.login(),Perform the authentication.,33,perform
3583,47720,"android.renderscript.ScriptIntrinsicBLAS.ZTRMM(int,int,int,int,android.renderscript.Double2,android.renderscript.Allocation,android.renderscript.Allocation)",ZTRMM performs one of the matrix-matrix operations B := alpha*op(A)*B or B := alpha*B*op(A) op(A) is one of op(A) = A or op(A) = A**T or op(A) = A**H Details: http://www.netlib.org/lapack/explore-html/d8/de1/ztrmm_8f.html,33,perform
3584,58375,"java.util.function.ObjIntConsumer.accept(T,int)",Performs this operation on the given arguments.,33,perform
3585,35086,"android.app.Instrumentation.callActivityOnRestoreInstanceState(android.app.Activity,android.os.Bundle,android.os.PersistableBundle)",Perform calling of an activity's onRestoreInstanceState(Bundle) method.,33,perform
3586,47658,"android.renderscript.ScriptIntrinsicBLAS.DSBMV(int,int,double,android.renderscript.Allocation,android.renderscript.Allocation,int,double,android.renderscript.Allocation,int)","DSBMV performs the matrix-vector operation y := alpha*A*x + beta*y Details: http://www.netlib.org/lapack/explore-html/d8/d1e/dsbmv_8f.html Note: For a N*N matrix, the input Allocation should also be of size N*N (dimY = N, dimX = N), but only the region N*(K+1) will be referenced.",33,perform
3587,40790,"android.hardware.usb.UsbDeviceConnection.controlTransfer(int,int,int,int,byte[],int,int,int)",Performs a control transaction on endpoint zero for this device.,33,perform
3588,47704,"android.renderscript.ScriptIntrinsicBLAS.ZHEMM(int,int,android.renderscript.Double2,android.renderscript.Allocation,android.renderscript.Allocation,android.renderscript.Double2,android.renderscript.Allocation)",ZHEMM performs one of the matrix-matrix operations C := alpha*A*B + beta*C or C := alpha*B*A + beta*C Details: http://www.netlib.org/lapack/explore-html/d6/d3e/zhemm_8f.html,33,perform
3589,17376,java.util.stream.LongStream.forEach(java.util.function.LongConsumer),Performs an action for each element of this stream.,33,perform
3590,10512,"java.security.AccessController.doPrivileged(java.security.PrivilegedExceptionAction<T>,java.security.AccessControlContext)",Performs the specified PrivilegedExceptionAction with privileges enabled and restricted by the specified AccessControlContext.,33,perform
3591,50387,"android.text.method.ScrollingMovementMethod.lineEnd(android.widget.TextView,android.text.Spannable)",Performs a line-end movement action.,33,perform
3592,37653,android.content.SyncRequest.Builder.build(),Performs validation over the request and throws the runtime exception IllegalArgumentException if this validation fails.,33,perform
3593,52297,"android.view.View.onKeyDown(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyDown(): perform press of the view when KEYCODE_DPAD_CENTER or KEYCODE_ENTER is released, if the view is enabled and clickable.",33,perform
3594,47654,"android.renderscript.ScriptIntrinsicBLAS.DGBMV(int,int,int,double,android.renderscript.Allocation,android.renderscript.Allocation,int,double,android.renderscript.Allocation,int)","DGBMV performs one of the matrix-vector operations y := alpha*A*x + beta*y or y := alpha*A**T*x + beta*y Details: http://www.netlib.org/lapack/explore-html/d2/d3f/dgbmv_8f.html Note: For a M*N matrix, the input Allocation should also be of size M*N (dimY = M, dimX = N), but only the region M*(KL+KU+1) will be referenced.",33,perform
3595,35088,"android.app.Instrumentation.callActivityOnSaveInstanceState(android.app.Activity,android.os.Bundle,android.os.PersistableBundle)",Perform calling of an activity's onSaveInstanceState(Bundle) method.,33,perform
3596,36391,"android.appwidget.AppWidgetManager.partiallyUpdateAppWidget(int[],android.widget.RemoteViews)",Perform an incremental update or command on the widget(s) specified by appWidgetIds.,33,perform
3600,10516,java.security.AccessController.doPrivilegedWithCombiner(java.security.PrivilegedExceptionAction<T>),Performs the specified PrivilegedExceptionAction with privileges enabled.,33,perform
3601,14188,java.util.Spliterator.OfInt.forEachRemaining(java.util.function.Consumer<? super java.lang.Integer>),"Performs the given action for each remaining element, sequentially in the current thread, until all elements have been processed or the action throws an exception.",33,perform
3602,17303,java.util.stream.DoubleStream.reduce(java.util.function.DoubleBinaryOperator),"Performs a reduction on the elements of this stream, using an associative accumulation function, and returns an OptionalDouble describing the reduced value, if any.",33,perform
3603,35108,"android.app.Instrumentation.newActivity(java.lang.ClassLoader,java.lang.String,android.content.Intent)",Perform instantiation of the process's Activity object.,33,perform
3605,52731,android.view.ViewGroup.dispatchFreezeSelfOnly(android.util.SparseArray<android.os.Parcelable>),"Perform dispatching of a saveHierarchyState(android.util.SparseArray) freeze()} to only this view, not to its children.",33,perform
3606,14416,"java.util.Arrays.parallelPrefix(T[],int,int,java.util.function.BinaryOperator<T>)","Performs parallelPrefix(Object[], BinaryOperator) for the given subrange of the array.",33,perform
3607,58439,java.util.stream.Stream.forEach(java.util.function.Consumer<? super T>),Performs an action for each element of this stream.,33,perform
9693,54849,"android.widget.DialerFilter.onKeyUp(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyUp(): perform clicking of the view when KEYCODE_DPAD_CENTER, KEYCODE_ENTER or KEYCODE_SPACE is released.",33,perform
9703,54107,"android.webkit.WebView.onKeyUp(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyUp(): perform clicking of the view when KEYCODE_DPAD_CENTER, KEYCODE_ENTER or KEYCODE_SPACE is released.",33,perform
9715,56104,"android.widget.TextView.onKeyUp(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyUp(): perform clicking of the view when KEYCODE_DPAD_CENTER, KEYCODE_ENTER or KEYCODE_SPACE is released.",33,perform
12526,16159,java.util.concurrent.ForkJoinWorkerThread.onTermination(java.lang.Throwable),Performs cleanup associated with termination of this worker thread.,33,perform
13817,15764,"java.util.concurrent.ConcurrentHashMap.forEachValue(long,java.util.function.Consumer<? super java.util.concurrent.ConcurrentHashMap>)",Performs the given action for each value.,33,perform
13820,50296,"android.text.method.ArrowKeyMovementMethod.right(android.widget.TextView,android.text.Spannable)",Performs a right movement action.,33,perform
13821,58370,java.util.function.Consumer.accept(T),Performs this operation on the given argument.,33,perform
13822,35092,android.app.Instrumentation.callActivityOnUserLeaving(android.app.Activity),Perform calling of an activity's onUserLeaveHint() method.,33,perform
13823,50315,"android.text.method.BaseMovementMethod.pageUp(android.widget.TextView,android.text.Spannable)",Performs a page-up movement action.,33,perform
13824,17639,javax.accessibility.AccessibleAction.doAccessibleAction(int),Performs the specified Action on the object,33,perform
13825,35109,"android.app.Instrumentation.newApplication(java.lang.ClassLoader,java.lang.String,android.content.Context)",Perform instantiation of the process's Application object.,33,perform
13887,35554,"android.app.PendingIntent.send(android.content.Context,int,android.content.Intent,android.app.PendingIntent.OnFinished,android.os.Handler,java.lang.String,android.os.Bundle)","Perform the operation associated with this PendingIntent, allowing the caller to specify information about the Intent to use and be notified when the send has completed.",33,perform
14019,14133,java.util.PrimitiveIterator.OfLong.forEachRemaining(java.util.function.Consumer<? super java.lang.Long>),Performs the given action for each remaining element until all elements have been processed or the action throws an exception.,33,perform
14022,14183,java.util.Spliterator.OfDouble.forEachRemaining(java.util.function.Consumer<? super java.lang.Double>),"Performs the given action for each remaining element, sequentially in the current thread, until all elements have been processed or the action throws an exception.",33,perform
14025,14125,java.util.PrimitiveIterator.OfDouble.forEachRemaining(java.util.function.Consumer<? super java.lang.Double>),Performs the given action for each remaining element until all elements have been processed or the action throws an exception.,33,perform
14200,55234,"android.widget.ListView.onKeyUp(int,android.view.KeyEvent)","Default implementation of KeyEvent.Callback.onKeyUp(): perform clicking of the view when KEYCODE_DPAD_CENTER, KEYCODE_ENTER or KEYCODE_SPACE is released.",33,perform
14406,10695,java.security.MessageDigest.digest(byte[]),"Performs a final update on the digest using the specified array of bytes, then completes the digest computation.",33,perform
10302,38434,"android.database.DatabaseUtils.longForQuery(android.database.sqlite.SQLiteStatement,java.lang.String)",Utility method to run the pre-compiled query and return the value in the first column of the first row.,33,return
10298,38571,"android.database.sqlite.SQLiteDatabase.rawQuery(java.lang.String,java.lang.String)",Runs the provided SQL and returns a Cursor over the result set.,33,run
10300,38441,"android.database.DatabaseUtils.stringForQuery(android.database.sqlite.SQLiteStatement,java.lang.String)",Utility method to run the pre-compiled query and return the value in the first column of the first row.,33,run
10301,52717,android.view.ViewGroup.startLayoutAnimation(),Runs the layout animation.,33,run
10305,54262,android.widget.FilterQueryProvider.runQuery(java.lang.CharSequence),Runs a query with the specified constraint.,33,run
10306,38402,"android.database.DatabaseUtils.blobFileDescriptorForQuery(android.database.sqlite.SQLiteStatement,java.lang.String)",Utility method to run the pre-compiled query and return the blob value in the first column of the first row.,33,run
10307,23164,javax.swing.AbstractSpinnerModel.fireStateChanged(),Run each ChangeListeners stateChanged() method.,33,run
10309,58777,junit.framework.TestSuite.run(junit.framework.TestResult),Runs the tests and collects their result in a TestResult.,33,run
10310,46170,android.os.Looper.loop(),Run the message queue in this thread.,33,run
10311,36164,"android.app.backup.BackupAgentHelper.onBackup(android.os.ParcelFileDescriptor,android.app.backup.BackupDataOutput,android.os.ParcelFileDescriptor)",Run the backup process on each of the configured handlers.,33,run
10312,25940,javax.swing.colorchooser.DefaultColorSelectionModel.fireStateChanged(),Runs each ChangeListener's stateChanged method.,33,run
10313,7904,java.lang.Runtime.runFinalization(),Runs the finalization methods of any objects pending finalization.,33,run
10315,38572,"android.database.sqlite.SQLiteDatabase.rawQueryWithFactory(android.database.sqlite.SQLiteDatabase.CursorFactory,java.lang.String,java.lang.String,java.lang.String,android.os.CancellationSignal)",Runs the provided SQL and returns a cursor over the result set.,33,run
10316,34410,android.app.Activity.runOnUiThread(java.lang.Runnable),Runs the specified action on the UI thread.,33,run
10318,58699,junit.framework.Test.run(junit.framework.TestResult),Runs a test and collects its result in a TestResult instance.,33,run
10319,8218,java.lang.System.runFinalization(),Runs the finalization methods of any objects pending finalization.,33,run
10320,54808,android.widget.CursorAdapter.runQueryOnBackgroundThread(java.lang.CharSequence),Runs a query with the specified constraint.,33,run
10322,7897,java.lang.Runtime.gc(),Runs the garbage collector.,33,run
10324,58741,junit.framework.TestCase.run(junit.framework.TestResult),Runs the test case and collects the results in TestResult.,33,run
14351,30135,"javax.tools.Tool.run(java.io.InputStream,java.io.OutputStream,java.io.OutputStream,java.lang.String...)",Run the tool with the given I/O channels and arguments.,33,run
14353,53434,android.view.animation.LayoutAnimationController.setAnimation(android.view.animation.Animation),Sets the animation to be run on each child of the view group on which this layout animation controller is .,33,set
2246,52505,"android.view.View.awakenScrollBars(int,boolean)",Trigger the scrollbars to draw.,33,trigger
2277,52506,android.view.View.awakenScrollBars(int),Trigger the scrollbars to draw.,33,trigger
10632,27286,"javax.swing.plaf.multi.MultiInternalFrameUI.update(java.awt.Graphics,javax.swing.JComponent)",Invokes the update method on each UI handled by this object.,33,update
8842,15369,"java.util.TreeMap.put(java.util.TreeMap,java.util.TreeMap)",Associates the specified value with the specified key in this map.,34,associate
8844,30261,javax.xml.bind.Marshaller.setAttachmentMarshaller(javax.xml.bind.attachment.AttachmentMarshaller),Associate a context that enables binary data within an XML document to be transmitted as XML-binary optimized attachment.,34,associate
8846,57748,"java.util.IdentityHashMap.put(K,V)",Associates the specified value with the specified key in this identity hash map.,34,associate
8848,25080,javax.swing.JTextField.setDocument(javax.swing.text.Document),Associates the editor with a text document.,34,associate
8849,17173,"java.util.prefs.Preferences.putLong(java.lang.String,long)",Associates a string representing the specified long value with the specified key in this preference node.,34,associate
8851,23996,javax.swing.JFormattedTextField.setDocument(javax.swing.text.Document),Associates the editor with a text document.,34,associate
8855,3108,java.awt.Component.setDropTarget(java.awt.dnd.DropTarget),Associate a DropTarget with this component.,34,associate
8856,17167,"java.util.prefs.Preferences.put(java.lang.String,java.lang.String)",Associates the specified value with the specified key in this preference node.,34,associate
8857,15913,"java.util.concurrent.ConcurrentSkipListMap.putIfAbsent(java.util.concurrent.ConcurrentSkipListMap,java.util.concurrent.ConcurrentSkipListMap)","Associate it with the given value, if the specified key is not already associated with a value.",34,associate
8858,2603,"java.applet.AppletContext.setStream(java.lang.String,java.io.InputStream)",Associates the specified stream with the specified key in this applet context.,34,associate
8860,15774,"java.util.concurrent.ConcurrentHashMap.merge(java.util.concurrent.ConcurrentHashMap,java.util.concurrent.ConcurrentHashMap,java.util.function.BiFunction<? super,? super,? extends java.util.concurrent.ConcurrentHashMap>)","Associates it with the given value, if the specified key is not already associated with a (non-null) value.",34,associate
8861,30260,"javax.xml.bind.Marshaller.setAdapter(java.lang.Class<A>,A)",Associates a configured instance of XmlAdapter with this marshaller.,34,associate
8862,17169,"java.util.prefs.Preferences.putByteArray(java.lang.String,byte[])",Associates a string representing the specified byte array with the specified key in this preference node.,34,associate
8863,40131,android.graphics.drawable.PictureDrawable.setPicture(android.graphics.Picture),Associate a picture with this drawable.,34,associate
8865,58024,"java.util.concurrent.ConcurrentHashMap.putIfAbsent(K,V)","Associates it with the given value, if the specified key is not already associated with a value.",34,associate
8867,14067,"java.util.Map.put(java.util.Map,java.util.Map)",Associates the specified value with the specified key in this map (optional operation).,34,associate
8869,33420,"org.w3c.dom.Node.setUserData(java.lang.String,java.lang.Object,org.w3c.dom.UserDataHandler)",Associate an object to a key on this node.,34,associate
8870,57853,"java.util.TreeMap.put(K,V)",Associates the specified value with the specified key in this map.,34,associate
8872,34128,"android.animation.StateListAnimator.addState(int[],android.animation.Animator)",Associates the given animator with the provided drawable state specs so that it will be run when the View's drawable state matches the specs.,34,associate
8873,14794,"java.util.HashMap.put(java.util.HashMap,java.util.HashMap)",Associates the specified value with the specified key in this map.,34,associate
8875,25100,javax.swing.JTextPane.setDocument(javax.swing.text.Document),Associates the editor with a text document.,34,associate
13073,43495,android.media.MediaDescrambler.setMediaCasSession(android.media.MediaCas.Session),Associate a MediaCas session with this MediaDescrambler instance.,34,associate
14208,25104,javax.swing.JTextPane.setStyledDocument(javax.swing.text.StyledDocument),Associates the editor with a text document.,34,associate
14210,10584,java.security.DigestOutputStream.setMessageDigest(java.security.MessageDigest),Associates the specified message digest with this stream.,34,associate
14214,10780,"java.security.Provider.merge(java.lang.Object,java.lang.Object,java.util.function.BiFunction<? super,? super,? extends java.lang.Object>)","If the specified key is not already associated with a value or is associated with null, associates it with the given value.",34,associate
1706,12691,java.time.LocalDate.atStartOfDay(),Combines this date with the time of midnight to create a LocalDateTime at the start of this date.,34,combine
1775,13083,java.time.Year.atMonth(java.time.Month),Combines this year with a month to create a YearMonth.,34,combine
1908,12653,java.time.Instant.atZone(java.time.ZoneId),Combines this instant with a time-zone to create a ZonedDateTime.,34,combine
