sentence_id,doc_id,sentence_index,text,vote_type
203634,66753,0,Atomically decrements by one the current value.,1
62159,8062,1,"For more information on Holder files, see ""Generated Files: Holder Files"".",0
62158,8062,0,The Holder for ShortSeq.,1
49403,6193,3,"For more information about the operation of the standard JPEG plug-in, see the JPEG metadata format specification and usage notes",0
48871,6100,0,A parameter list of a MimeType as defined in RFC 2045 and 2046.,1
20020,2004,0,Signals that an error of some sort has occurred while reading from or writing to a JAR file.,1
34191,4048,3,"If an IDL method signature has an IDL long long as an ""out"" or ""inout"" parameter, the programmer must pass an instance of LongHolder as the corresponding parameter in the method invocation; for ""inout"" parameters, the programmer must also fill the ""in"" value to be sent to the server.",2
34190,4048,2,"A Holder class for a long that is used to store ""out"" and ""inout"" parameters in IDL methods.",1
34189,4048,1,"For more information on Holder files, see ""Generated Files: Holder Files"".",0
34188,4048,0,The Holder for Long.,1
34193,4048,5,"If myLongHolder is an instance of LongHolder, the value stored in its value field can be accessed with myLongHolder.value.",2
34192,4048,4,"Before the method invocation returns, the ORB will fill in the value corresponding to the ""out"" value returned from the server.",2
2094,100,0,Contains user APIs for RMI-IIOP.,1
72389,12207,0,Glyph variation.,1
22884,2385,1,An implementation of this interface must be shipped with every JMX Agent.,2
22883,2385,0,This interface is implemented by the ModelMBeanInfo for every ModelMBean.,1
134405,36137,0,Retrieves a boolean indicating whether rows marked for deletion appear in the set of current rows.,1
63133,8353,9,"To avoid name collisions, the reverse DNS name convention should be used.",2
418349,130014,7,"Returns TemporalUnit the unit defining the range of the field, not null",2
418342,130014,0,Gets the range that the field is bound by.,1
34149,4040,2,"FixedHolder is a container class for values of IDL type ""fixed"", which is mapped to the Java class java.math.BigDecimal.",1
34148,4040,1,"For more information on Holder files, see ""Generated Files: Holder Files"".",0
34147,4040,0,The Holder for Fixed.,1
100780,23106,0,Returns a copy of this clock with a different time-zone.,1
34152,4040,5,"Before the method invocation returns, the ORB will fill in the contained value corresponding to the ""out"" value returned from the server.",2
34151,4040,4,"If an IDL method signature has a fixed as an ""out"" or ""inout"" parameter, the programmer must pass an instance of FixedHolder as the corresponding parameter in the method invocation; for ""inout"" parameters, the programmer must also fill the ""in"" value to be sent to the server.",2
2714,143,0,XmlAdapter and its spec-defined sub-classes to allow arbitrary Java classes to be used with JAXB.,1
2715,143,1,"Package Specification JAXB Specification Related Documentation For overviews, tutorials, examples, guides, and tool documentation, please see: The JAXB Website",0
123380,31057,0,Visits an executable element.,1
123381,31057,1,This implementation scans the parameters.,2
72615,12325,0,Renders this GraphicAttribute at the specified location.,1
6113,373,0,"Provides the exceptions used with the DynAny interface (InvalidValue, Invalid, InvalidSeq, and TypeMismatch).",1
72355,12190,0,Character to glyph mapping.,1
2053,98,19,If an attribute uses the EnumSyntax class and is set to one of these vendor-defined values then the toString method will not return the IPP string representation of the value.,2
232056,80017,0,Renderer that is being used to do the actual cell drawing.,1
2046,98,12,"Of course, if a vendor wants clients to be able to use any added or extended attributes, the vendor must publish the new attribute classes.",2
232104,80056,0,Creates the listener responsible for getting property change events from the selection model.,1
43383,5558,2,It merely serves to group (and provide type safety for) all private key interfaces.,1
303455,100016,6,Never null.,2
43381,5558,0,A private key.,1
303453,100016,4,Never null.,2
303452,100016,3,"Parameters extras Bundle: extra values, or Bundle.EMPTY.",2
303451,100016,2,One use of this is to tell a cursor that it should retry its network request after it reported an error.,1
303450,100016,1,The structure of each bundle is entirely defined by the cursor.,1
303449,100016,0,This is an out-of-band way for the the user of a cursor to communicate with the cursor.,2
21704,2266,3,Types should be compared using the utility methods in Types.,2
21703,2266,2,"Also represented are wildcard type arguments, the signature and return types of executables, and pseudo-types corresponding to packages and to the keyword void.",2
21702,2266,1,"Types include primitive types, declared types (class and interface types), array types, type variables, and the null type.",1
21701,2266,0,Represents a type in the Java programming language.,1
21707,2266,6,Using instanceof is not necessarily a reliable idiom for determining the effective class of an object in this modeling hierarchy since an implementation may choose to have a single object implement multiple TypeMirror subinterfaces.,2
21706,2266,5,"To implement operations based on the class of an TypeMirror object, either use a visitor or use the result of the getKind() method.",2
21705,2266,4,There is no guarantee that any particular type will always be represented by the same object.,2
49190,6157,5,"Thus, the specified values are returned directly even if they are null.",2
149,17,9,"Classes ClassLoader, Process, ProcessBuilder, Runtime, SecurityManager, and System provide ""system operations"" that manage the dynamic loading of classes, creation of external processes, host environment inquiries such as the time of day, and enforcement of security policies.",1
148,17,8,"The classes String, StringBuffer, and StringBuilder similarly provide commonly used operations on character strings.",1
145,17,5,"These classes also provide a number of methods for converting among primitive values, as well as supporting such standard methods as equals and hashCode.",1
144,17,4,"An object of type Double, for example, contains a field whose type is double, representing that value in such a way that a reference to it can be stored in a variable of reference type.",1
147,17,7,"The class Math provides commonly used mathematical functions such as sine, cosine, and square root.",1
146,17,6,The Void class is a non-instantiable class that holds a reference to a Class object representing the type void.,1
141,17,1,"The most important classes are Object, which is the root of the class hierarchy, and Class, instances of which represent classes at run time.",1
140,17,0,Provides classes that are fundamental to the design of the Java programming language.,1
142,17,2,Frequently it is necessary to represent a value of primitive type as if it were an object.,2
111808,26000,0,"Returns an effectively unlimited stream of pseudorandom int values, each conforming to the given origin (inclusive) and bound (exclusive).",1
64865,8896,2,"If l is null, no exception is thrown and no action is performed.",2
64866,8896,3,Refer to AWT Threading Issues for details on AWT's threading model.,0
64863,8896,0,Removes the specified action listener so that it no longer receives action events from this button.,1
64864,8896,1,Action events occur when a user presses or releases the mouse over this button.,1
22472,2347,18,It must be followed by one of the following characters: Another backslash.,2
100682,23076,0,Returns a new BreakIterator instance for word breaks for the given locale.,1
72328,12177,2,"In case of an error, null is returned.",2
72884,12433,0,Left-to-right run direction.,1
72520,12281,0,Returns the raw glyph type code.,1
72327,12177,1,The size of the array must correspond to the value returned from getNumDesignAxes and the values of the array elements must fall within limits specified by getDesignAxesLimits.,2
81268,16121,15,The en_US locale's case mapping rules are used to provide case-insensitive string comparisons for block name validation.,1
81266,16121,13,"Finally, character case is ignored for all of the valid block name forms.",1
81265,16121,12,This form replaces all spaces and hyphens in the canonical name with underscores.,1
81264,16121,11,"For example, this method will return the BASIC_LATIN block if provided with the ""BASIC_LATIN"" name.",2
81263,16121,10,The text representation of each constant UnicodeBlock identifier.,1
227814,77812,1,"If the document is null or doesn't have a tab setting, return a default of 8.",2
227813,77812,0,Gets the number of characters used to expand tabs.,1
232180,80110,0,Resets the selection model.,1
81195,16066,0,"Constant for the ""Phoenician"" Unicode character block.",1
224122,76047,0,Returns the current selected item.,1
153,18,0,Provides library support for the Java programming language annotation facility.,1
34007,4011,0,Defines the code used to represent a truncatable value type in a typecode.,1
34175,4046,4,"Before the method invocation returns, the ORB will fill in the value corresponding to the ""out"" value returned from the server.",2
232194,80118,0,Description copied from class: ComponentUI,0
62300,8104,2,It may also contain a string describing the exception.,1
62301,8104,3,See the section meaning of minor codes to see the minor codes for this exception.,0
62298,8104,0,"This exception is raised if communication is lost while an operation is in progress, after the request was sent by the client, but before the reply from the server has been returned to the client.",2
62299,8104,1,"It contains a minor code, which gives more detailed information about what caused the exception, and a completion status.",1
70027,11062,0,Returns the supported cursor dimension which is closest to the desired sizes.,1
224218,76094,0,Default JComponent constructor.,1
70029,11062,2,"Systems which don't support custom cursors will return a dimension of 0, 0.",2
70030,11062,3,"Note: if an image is used whose dimensions don't match a supported size (as returned by this method), the Toolkit implementation will attempt to resize the image to a supported size.",2
70031,11062,4,"Since converting low-resolution images is difficult, no guarantees are made as to the quality of a cursor image which isn't a supported size.",2
70032,11062,5,It is therefore recommended that this method be called and an appropriate image used so no image conversion is made.,2
224219,76094,1,This constructor does very little initialization beyond calling the Container constructor.,2
72214,12124,3,This method throws an IllegalArgumentException if source is null.,2
72211,12124,0,"Constructs a MouseWheelEvent object with the specified source component, type, modifiers, coordinates, scroll type, scroll amount, and wheel rotation.",1
224220,76094,2,"For example, the initial layout manager is null.",2
224221,76094,3,"It does, however, set the component's locale property to the value returned by JComponent.getDefaultLocale.",2
100580,23008,0,Constant identifying the percent field.,1
232282,80184,0,Created a stub to satisfy the interface.,1
232057,80018,0,How much the depth should be offset to properly calculate x locations.,0
21545,2226,1,The file contents are assumed to be stable during the lifetime of the object.,2
21544,2226,0,An implementation of ImageInputStream that gets its input from a File or RandomAccessFile.,1
1859,93,13,"The request classes should have constructors that accept arguments in a type-safe and user-friendly manner, while the response classes should have access methods for getting the data of the response in a type-safe and user-friendly manner.",2
427454,132190,1,"If the deque does not contain the element, it is unchanged.",2
427453,132190,0,Removes the last occurrence of the specified element from this deque.,1
427456,132190,3,"Returns true if this deque contained the specified element (or equivalently, if this deque changed as a result of the call).",2
427455,132190,2,"More formally, removes the last element e such that o.equals(e) (if such an element exists).",2
32307,3684,5,"This annotation can be used with the following annotations: XmlType, XmlRootElement, XmlAccessorType, XmlSchema, XmlSchemaType, XmlSchemaTypes, , XmlJavaTypeAdapter.",2
72525,12286,0,Returns true if this is a whitespace glyph.,1
100575,23003,0,Constant identifying the exponent sign field.,1
21712,2268,1,Classes implementing this interface are used to operate on a type when the kind of type is unknown at compile time.,2
21783,2281,5,"When the new visitor is introduced, all or portions of this visitor may be deprecated.",2
21711,2268,0,"A visitor of types, in the style of the visitor design pattern.",1
134544,36164,0,Sets the designated parameter to the given java.sql.Blob object.,1
203582,66708,0,Description copied from class: Number,0
134545,36164,1,The driver converts this to an SQL BLOB value when it sends it to the database.,2
32304,3684,2,"The effective XmlAccessOrder on a class is determined as follows: If there is a @XmlAccessorOrder on a class, then it is used.",2
32305,3684,3,"Otherwise, if a @XmlAccessorOrder exists on one of its super classes, then it is inherited (by the virtue of Inherited) Otherwise, the @XmlAccessorOrder on the package of the class is used, if it's there.",2
69945,11022,0,Returns a copy of the anchor rectangle which positions and sizes the textured image.,1
72876,12431,0,"The standard posture, upright.",1
134447,36149,3,The parameter value set by this method is stored internally and will be supplied as the appropriate parameter in this RowSet object's command when the method execute is called.,2
134445,36149,1,The driver converts this to an SQL ARRAY value when it sends it to the database.,2
134444,36149,0,Sets the designated parameter to an Array object in the Java programming language.,1
134451,36149,7,"Note that because the numbering of elements in an array starts at zero, the array element that corresponds to placeholder parameter number parameterIndex is element number parameterIndex -1.",2
134450,36149,6,"After this method has been called, a call to the method getParams will return an object array of the current command parameters, which will include the Array object set for placeholder parameter number parameterIndex.",2
134448,36149,4,Methods such as execute and populate must be provided in any class that extends this class and implements one or more of the standard JSR-114 RowSet interfaces.,2
21720,2268,9,Note that methods to accommodate new language constructs could be added in a source compatible way if they were added as default methods.,2
81181,16052,0,"Constant for the ""New Tai Lue"" Unicode character block.",1
123572,31168,2,An object name is associated with the MBean.,2
21719,2268,8,rather than one of the abstract classes.,2
65199,9036,3,If the specified property is not found or could not be parsed as an integer then null is returned.,2
65196,9036,0,Finds a color in the system properties.,1
977,58,0,Provides the classes and interfaces of the JavaTM 2 platform's core logging facilities.,1
6488,416,0,This Paint interface defines how color patterns can be generated for Graphics2D operations.,1
6490,416,2,Instances of classes implementing Paint must be read-only because the Graphics2D does not clone these objects when they are set as an attribute with the setPaint method or when the Graphics2D object is itself cloned.,2
63022,8325,0,org/omg/IOP/CodecPackage/FormatMismatch.java .,0
19999,2001,0,The JarOutputStream class is used to write the contents of a JAR file to any output stream.,1
20000,2001,1,It extends the class java.util.zip.ZipOutputStream with support for writing an optional Manifest entry.,1
70185,11106,0,Creates a TrayIcon with the specified image and tooltip text.,1
21672,2257,0,Represents an array type.,1
62172,8067,0,"Describes a member of an IDL struct in the Interface Repository, including the name of the struct member, the type of the struct member, and the typedef that represents the IDL type of the struct member described the struct member object.",1
5844,356,8,"The TransformerHandler interface allows a transformation to be created from SAX2 parse events, which is a ""push"" model rather than the ""pull"" model that normally occurs for a transformation.",2
5845,356,9,"Normal parse events are received through the ContentHandler interface, lexical events such as startCDATA and endCDATA are received through the LexicalHandler interface, and events that signal the start or end of disabling output escaping are received via ContentHandler.processingInstruction(java.lang.String, java.lang.String), with the target parameter being Result.PI_DISABLE_OUTPUT_ESCAPING and Result.PI_ENABLE_OUTPUT_ESCAPING.",2
65208,9039,0,"Returns a float array containing only the color components of the Color, in the ColorSpace of the Color.",1
65209,9039,1,"If compArray is null, an array with length equal to the number of components in the associated ColorSpace is created for the return value.",2
65210,9039,2,"Otherwise, compArray must have at least this length and it is filled in with the components and returned.",2
5843,356,7,"To obtain a SAXTransformerFactory, the caller must cast the TransformerFactory instance returned from TransformerFactory.newInstance().",2
65310,9076,1,"This method changes layout-related information, and therefore, invalidates the component hierarchy.",1
65309,9076,0,Sets the ComponentOrientation property of this component and all components contained within it.,1
204212,66971,1,Acquires the read lock if the write lock is not held by another thread and returns immediately with the value true.,2
5836,356,0,This package implements SAX2-specific transformation APIs.,1
6275,388,12,ServerRequestInfo sending_exception(): Does not support user exceptions on the server side in non-DSI case.,2
6274,388,11,result(): Only supported for DII/DSI calls ClientRequestInfo received_exception_id(): Always returns null in the DII case get_request_policy(int type): Not implemented.,2
203629,66748,0,Atomically decrements by one the current value.,1
204211,66971,0,Acquires the read lock only if the write lock is not held by another thread at the time of invocation.,1
134336,36109,0,The URL for the XML Schema definition file that defines the XML tags and their valid values for a WebRowSet implementation.,1
65186,9031,0,Creates a new Color that is a darker version of this Color.,1
65187,9031,1,This method applies an arbitrary scale factor to each of the three RGB components of this Color to create a darker version of this Color.,2
65188,9031,2,The alpha value is preserved.,2
100820,23116,0,Gets the number of nanoseconds within the second in this duration.,1
816,51,3,"Package specification Unless otherwise noted, passing a null argument to a constructor or method in any class or interface in this package will cause a NullPointerException to be thrown.",2
813,51,0,Support for time-zones and their rules.,1
819,51,6,All calculations should check for numeric overflow and throw either an ArithmeticException or a DateTimeException.,2
818,51,5,"The ""@throws NullPointerException"" is not explicitly documented in each method.",0
64889,8906,0,Paints this canvas.,1
64890,8906,1,"Most applications that subclass Canvas should override this method in order to perform some useful operation (typically, custom painting of the canvas).",2
64891,8906,2,The default operation is simply to clear the canvas.,1
64892,8906,3,Applications that override this method need not call super.paint(g).,2
81341,16144,0,Returns a Constructor object that reflects the specified constructor of the class or interface represented by this Class object.,1
81342,16144,1,"The parameterTypes parameter is an array of Class objects that identify the constructor's formal parameter types, in declared order.",2
81343,16144,2,"If this Class object represents an inner class declared in a non-static context, the formal parameter types include the explicit enclosing instance as the first parameter.",2
21755,2278,1,"WARNING: The AnnotationValueVisitor interface implemented by this class may have methods added to it in the future to accommodate new, currently unknown, language structures added to future versions of the Java™ programming language.",2
227780,77795,1,All of the constructors feed through this constructor.,2
227779,77795,0,"Constructs a new JTextArea with the specified number of rows and columns, and the given model.",1
21758,2278,4,A new abstract annotation value visitor class will also be introduced to correspond to the new language level; this visitor will have different default behavior for the visit method in question.,2
81363,16149,0,"Returns an array containing Method objects reflecting all the declared methods of the class or interface represented by this Class object, including public, protected, default (package) access, and private methods, but excluding inherited methods.",1
63201,8364,0,org/omg/PortableInterceptor/SUCCESSFUL.java .,0
72459,12240,0,Returns the version of the OpenType font.,1
35705,4500,2,CDATA sections cannot be nested.,2
35703,4500,0,CDATA sections are used to escape blocks of text containing characters that would otherwise be regarded as markup.,1
35704,4500,1,"The only delimiter that is recognized in a CDATA section is the ""]]>"" string that ends the CDATA section.",2
62997,8311,0,"An array of service contexts, forming a service context list.",1
35711,4500,8,"No lexical check is done on the content of a CDATA section and it is therefore possible to have the character sequence ""]]>"" in the content, which is illegal in a CDATA section per section 2.7 of [XML 1.0].",2
35712,4500,9,"The presence of this character sequence must generate a fatal error during serialization or the cdata section must be splitted before the serialization (see also the parameter ""split-cdata-sections"" in the DOMConfiguration interface).",2
21729,2270,0,Represents a wildcard type argument.,1
70750,11301,0,Any of the family of Yxy color spaces.,1
21734,2270,5,"A wildcard may have its upper bound explicitly set by an extends clause, its lower bound explicitly set by a super clause, or neither (but not both).",2
64844,8890,0,Returns an array of all the action listeners registered on this button.,1
63149,8353,25,"Registration code should avoid using the ORB (i.e., calling ORB.init with the provided orb_id).",2
134420,36140,3,The type mapping specified in the connection's type map is used for custom type mapping when no other type map supersedes it.,2
134417,36140,0,Retrieves the type map associated with the Connection object for this RowSet object.,1
72062,12043,0,Constant for the numeric keypad down arrow key.,1
5188,310,0,"Supplies interfaces for service providers to implement when offering new MIDI devices, MIDI file readers and writers, or sound bank readers.",1
5189,310,1,"Related Documentation For overviews, tutorials, examples, and guides, please see: Sound",0
228026,77918,0,Paints the tool bar's border if the borderPainted property is true.,1
49459,6199,11,Implementations of these interfaces should avoid complex dependencies on other classes and on native code.,0
70311,11147,0,Always returns null because Windows have no ancestors; they represent the top of the Component hierarchy.,1
203583,66709,0,Eventually sets to the given value.,2
134251,36068,0,Sets the property showDeleted to the given boolean value.,1
203795,66842,4,Implementations must document this precondition and any actions taken if the lock is not held.,2
203796,66842,5,"Typically, an exception such as IllegalMonitorStateException will be thrown.",2
224172,76072,2,"If not editable, the combo box uses the renderer to paint the selected item.",2
203791,66842,0,Wakes up all waiting threads.,1
203793,66842,2,Each thread must re-acquire the lock before it can return from await.,2
203794,66842,3,Implementation Considerations An implementation may (and typically does) require that the current thread hold the lock associated with this Condition when this method is called.,2
72019,12005,0,Constant for the non-numpad down arrow key.,1
68893,10516,0,An alias for ISO_C5.,1
100679,23073,0,Returns a new BreakIterator instance for character breaks for the given locale.,1
62442,8142,0,ObjectImpl class is the base class for all stubs.,1
224298,76132,0,Returns an Insets object containing this component's inset values.,1
21642,2249,3,"While a TypeElement represents a class or interface element, a DeclaredType represents a class or interface type, the latter being a use (or invocation) of the former.",2
5559,318,0,Provides classes and interface for drawing specialized borders around a Swing component.,1
5560,318,1,You can subclass these classes to create customized borders for your components instead of using the default borders provided by the look-and-feel being used.,2
5562,318,3,"For details, see Threads and Swing, a section in The Java Tutorial.",0
5563,318,4,"Related Documentation For overviews, tutorials, examples, guides, and tool documentation, please see: How to Use Borders, a section in The Java Tutorial",0
21639,2249,0,Represents a class or interface program element.,1
63287,8402,1,The default is UNIQUE_ID.,2
63286,8402,0,The IdUniquenessPolicy specifies whether the servants activated in the created POA must have unique object i identities.,1
203575,66701,0,Description copied from class: Number,0
72963,12460,0,A moderately heavier weight than WEIGHT_BOLD.,1
232422,80272,0,Returns the separator background color of the current theme.,1
21643,2249,4,"The distinction is most apparent with generic types, for which a single element can define a whole family of types.",2
232375,80251,0,Returns the desktop color of the current theme.,1
227739,77778,0,Deprecated.,2
22613,2376,8,"The only difference is that the convention for naming the interface is to use SomethingMXBean for MXBeans, rather than SomethingMBean for Standard MBeans.",2
7366,497,0,Panel is the simplest container class.,1
72437,12231,0,Vertical device metrics.,1
49470,6201,5,"Also, high-performance implementations of ImageInputStream (for example, native implementations for a particular platform) can be installed and used transparently by applications.",0
22605,2376,0,"Annotation to mark an interface explicitly as being an MXBean interface, or as not being an MXBean interface.",1
32352,3688,0,Marks a field/property that its XML form is a uri reference to mime content.,1
232313,80211,0,Returns a checkbox icon.,1
203694,66803,0,Atomically sets the value to the given updated value if the current value == the expected value.,2
227740,77778,1,"As of Swing version 1.0.3, replaced by doLayout().",2
70312,11148,0,Returns the child Component of this Window that has focus if this Window is focused; returns null otherwise.,1
5604,325,5,"For details, see Threads and Swing, a section in The Java Tutorial.",0
5599,325,0,Provides user interface objects that combine two or more look and feels.,1
5600,325,1,"When a component asks for its UI, this look and feel returns a multiplexing UI that handles all communications with both the default look and feel and one or more auxiliary look and feels.",2
5601,325,2,"For example, if a user combines an auxiliary audio look and feel with the Motif look and feel, the JButton.getUI method would return an instance of MultiButtonUI, which would handle both a MotifButtonUI and an AudioButtonUI.",2
5602,325,3,"For more information, see Using the Multiplexing Look and Feel.",0
227743,77780,0,RowSorterListener notification that the RowSorter has changed in some way.,1
63050,8334,0,Client-side request interceptor.,1
49131,6137,0,This class defines the Service Provider Interface (SPI) for the KeyGenerator class.,1
49132,6137,1,All the abstract methods in this class must be implemented by each cryptographic service provider who wishes to supply the implementation of a key generator for a particular algorithm.,2
100685,23078,0,Returns a new Collator instance for the specified locale.,1
224085,76022,0,Initializes the editor with the specified item.,1
70047,11065,3,For more information on desktop properties supported by the AWT see AWT Desktop Properties.,0
81153,16025,0,"Constant for the ""Linear B Ideograms"" Unicode character block.",1
22375,2337,0,Represents the MBean server from the management point of view.,1
22376,2337,1,The MBeanServerDelegate MBean emits the MBeanServerNotifications when an MBean is registered/unregistered in the MBean server.,2
70046,11065,2,Usually it also is an abstract representation for an underlying platform dependent desktop setting.,2
227828,77818,1,Does an invalidate() after setting the new value.,2
227827,77818,0,Sets the number of columns for this TextArea.,1
34215,4055,0,The Helper for NameValuePair.,1
72626,12330,0,Returns the descent of this GraphicAttribute.,1
134216,36061,0,Each JdbcRowSet contains a Connection object from the ResultSet or JDBC properties passed to it's constructors.,1
134219,36061,3,This method should be used only when auto-commit mode has been disabled.,2
34217,4055,2,"org/omg/CORBA/NameValuePairHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" 03 June 1999 11:52:03 o'clock GMT+00:00",0
81230,16098,0,"Constant for the ""Tai Le"" Unicode character block.",1
4239,258,5,"Related Documentation An excellent tutorial and overview of regular expressions is Mastering Regular Expressions, Jeffrey E. F. Friedl, O'Reilly and Associates, 1997.",0
81331,16139,0,Returns an array containing Constructor objects reflecting all the public constructors of the class represented by this Class object.,1
72084,12064,0,"Constant for the ""_"" key.",1
7801,560,1,The action field of any DragGestureEvent instance should take one of the following values: DnDConstants.ACTION_COPY DnDConstants.ACTION_MOVE DnDConstants.ACTION_LINK Assigning the value different from listed above will cause an unspecified behavior.,2
7800,560,0,A DragGestureEvent is passed to DragGestureListener's dragGestureRecognized() method when a particular DragGestureRecognizer detects that a platform dependent drag initiating gesture has occurred on the Component that it is tracking.,1
22642,2376,37,"The set of interfaces implemented by the object is examined for interfaces that: have a class name SMXBean where S is any non-empty string, and do not have an annotation @MXBean(false); and/or have an annotation @MXBean(true) or just @MXBean.",2
204200,66967,0,Acquires the read lock.,1
204201,66967,1,Acquires the read lock if the write lock is not held by another thread and returns immediately.,2
81332,16139,1,"An array of length 0 is returned if the class has no public constructors, or if the class is an array class, or if the class reflects a primitive type or void.",2
3989,240,0,Provides classes and interface for RMI distributed garbage-collection (DGC).,1
81280,16126,0,Returns the assertion status that would be assigned to this class if it were to be initialized at the time this method is invoked.,1
81281,16126,1,"If this class has had its assertion status set, the most recent setting will be returned; otherwise, if any package default assertion status pertains to this class, the most recent setting for the most specific pertinent package default assertion status is returned; otherwise, if this class is not a system class (i.e., it has a class loader) its class loader's default assertion status is returned; otherwise, the system class default assertion status is returned.",2
81282,16126,2,Few programmers will have any need for this method; it is provided for the benefit of the JRE itself.,0
81283,16126,3,(It allows a class to determine at the time that it is initialized whether assertions should be enabled.),2
81284,16126,4,Note that this method is not guaranteed to return the actual assertion status that was (or will be) associated with the specified class when it was (or will be) initialized.,2
72699,12373,0,Identifies the GUJARATI range and decimal base.,1
65429,9127,0,Gets the foreground color of this component.,1
224168,76071,2,"(The editing affects only the field, the list item remains intact.)",0
224167,76071,1,"An editable JComboBox allows the user to type into the field or selected an item from the list to initialize the field, after which it can be edited.",2
224166,76071,0,Determines whether the JComboBox field is editable.,1
6244,383,0,"This package contains classes and exceptions from the DynAny interface of the DynamicAny module specified in the OMG The Common Object Request Broker: Architecture and Specification, http://cgi.omg.org/cgi-bin/doc?formal/99-10-07, section 9.2.",1
34356,4086,0,An array of Strings,1
203622,66743,0,Atomically sets the field of the given object managed by this updater to the given updated value if the current value == the expected value.,2
62231,8078,1,"For more information on Helper files, see ""Generated Files: Helper Files"".",0
2092,99,3,Usage to the contrary is incorrect coding and may result in a run time exception either immediately or at some later time.,2
2091,99,2,"Please note: In the javax.print APIs, a null reference parameter to methods is incorrect unless explicitly documented on the method as having a meaningful interpretation.",2
2089,99,0,Package javax.print.event contains event classes and listener interfaces.,1
81334,16139,3,"This less informative return type is necessary since after being returned from this method, the array could be modified to hold Constructor objects for different classes, which would violate the type guarantees of Constructor<T>[].",2
134333,36106,0,Creates a new instance of a JoinRowSet.,1
72307,12170,0,Constructs a WindowEvent object with the specified previous and new window states.,1
11462,1068,0,The Array class provides static methods to dynamically create and access Java arrays.,1
11463,1068,1,"Array permits widening conversions to occur during a get or set operation, but throws an IllegalArgumentException if a narrowing conversion would occur.",2
227919,77856,0,Sets the current font.,1
49308,6177,0,"A class that allows the format of an image (in particular, its SampleModel and ColorModel) to be specified in a convenient manner.",1
3356,201,1,"Supports the Document Object Model Level 2 Core APIi, Document Object Model (DOM) Level 3 Core, and Document Object Model (DOM) Level 3 Load and Save.",1
3355,201,0,Provides the interfaces for the Document Object Model (DOM).,1
100680,23074,0,Returns a new BreakIterator instance for line breaks for the given locale.,1
11094,1029,0,The management interface for the class loading system of the Java virtual machine.,1
418443,130027,0,Checks if the duration of the unit is an estimate.,1
2659,132,4,"For details, see Threads and Swing, a section in The Java Tutorial.",0
2660,132,5,"Related Documentation For overviews, tutorials, examples, guides, and tool documentation, please see: Using Text Components, a section in The Java Tutorial",0
2657,132,2,"Features that are supported by this package include selection/highlighting, editing, style, and key mapping.",1
2655,132,0,Provides classes and interfaces that deal with editable and noneditable text components.,1
5897,363,0,This package defines APIs specific to the HTTP binding.,1
203568,66694,1,"May fail spuriously and does not provide ordering guarantees, so is only rarely an appropriate alternative to compareAndSet.",2
203567,66694,0,Atomically sets the value to the given updated value if the current value == the expected value.,2
7374,499,4,"To get the updated location, you must call MouseInfo.getPointerInfo() again.",2
13806,1411,21,Its default value is a space.,2
13805,1411,20,"When specified, it applies to all the entries in a domain.",2
6247,384,0,"This package contains the IOP module specified in the OMG document The Common Object Request Broker: Architecture and Specification, http://cgi.omg.org/cgi-bin/doc?formal/99-10-07, section 13.6.",1
13807,1411,22,"For example, configuration data for a simple keystore domain comprising three keystores is shown below: domain app1 { keystore app1-truststore keystoreURI=""file:///app1/etc/truststore.jks""; keystore system-truststore keystoreURI=""${java.home}/lib/security/cacerts""; keystore app1-keystore keystoreType=""PKCS12"" keystoreURI=""file:///app1/etc/keystore.p12""; }; .",2
1823,92,0,Provides support for event notification when accessing naming and directory services.,1
203674,66790,0,Creates and returns an updater for objects with the given field.,1
72643,12339,0,Returns the ascent of this ImageGraphicAttribute.,1
72079,12060,0,"This constant is obsolete, and is included only for backwards compatibility.",1
134198,36056,0,Cancels the deletion of the current row and notifies listeners that a row has changed.,1
62082,8039,3,"PARAM_INOUT - Represents an ""inout"" parameter.",1
62081,8039,2,"PARAM_OUT - Represents an ""out"" parameter.",1
62080,8039,1,"Possible vaues: PARAM_IN - Represents an ""in"" parameter.",1
62079,8039,0,Enumeration of parameter modes for Parameter.,1
34220,4056,2,The variable nv represents a newly-created NVList object.,1
34221,4056,3,The argument is a memory-management hint to the orb and does not imply the actual length of the list.,1
34218,4056,0,A modifiable list containing NamedValue objects.,1
232069,80027,0,Reponsible for telling the TreeState the size needed for a node.,2
34226,4056,8,The variable nv represents a newly-created NVList object that contains descriptions of the arguments to the method described in the given OperationDef object.,1
228166,77993,0,Clears the selection.,1
224227,76097,0,Adds a VetoableChangeListener to the listener list.,1
72510,12277,0,Returns the y-component of the advance of the glyph.,1
72527,12288,0,A flag used with getLayoutFlags that indicates that this GlyphVector has position adjustments.,1
2693,139,0,Contains three exceptions thrown by the ORB machinery during unmarshalling.,1
14038,1443,0,This class centralizes all security properties and common security methods.,1
427396,132172,1,Returns boolean true if this collection contains no elements,2
427395,132172,0,Returns true if this collection contains no elements.,2
21576,2237,0,Source versions of the Java™ programming language.,1
418394,130022,1,This queries the specified temporal object to return an object using the logic encapsulated in the implementing class.,1
418393,130022,0,Queries the specified temporal object.,1
418396,130022,3,There are two equivalent ways of using this method.,2
